"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote"
"SSY","SunLink Health Systems, Inc.","1.5","13743912","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy"
"SDPI","Superior Drilling Products, Inc.","0.695","16817017.86","n/a","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/sdpi"
"STS","Supreme Industries, Inc.","20.98","360021625.4","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/sts"
"SYN","Synthetic Biologics, Inc","0.75","96185302.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn"
"TKAT","Takung Art Co., Ltd.","3","33566646","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/tkat"
"TRX","Tanzanian Royalty Exploration Corporation","0.435","52406079.945","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trx"
"TGB","Taseko Mines Limited","2.02","456980830.68","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgb"
"TIK","Tel-Instrument Electronics Corp.","3.6","11721193.2","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik"
"TGC","Tengasco, Inc.","0.643","6825138.289","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc"
"GLU","The Gabelli Global Utility and Income Trust","20.7098","85144138.6106","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/glu"
"GLU^A","The Gabelli Global Utility and Income Trust","50.85","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glu^a"
"GGO","The Gabelli Go Anywhere Trust","17.49","28162957.68","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/ggo"
"GGO^A","The Gabelli Go Anywhere Trust","44.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggo^a"
"TXMD","TherapeuticsMD, Inc.","5.95","1213961494.9","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/txmd"
"TMP","Tompkins Financial Corporation","76.47","1161646670.07","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tmp"
"TAT","Transatlantic Petroleum Ltd","0.7102","33880329.6272","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tat"
"TRXC","TransEnterix, Inc.","1.01","150021719.56","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/trxc"
"TMQ","Trilogy Metals Inc.","1.02","107745847.68","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tmq"
"TPHS","Trinity Place Holdings Inc.","6.97","219175086.21","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/tphs"
"TRT","Trio-Tech International","4.1","14444525.5","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt"
"HTM","U.S. Geothermal Inc.","3.89","74842374.65","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/htm"
"UFAB","Unique Fabricating, Inc.","7.38","72002660.04","n/a","2015","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ufab"
"UAMY","United States Antimony Corporation","0.32","21596208.96","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/uamy"
"UUU","Universal Security Instruments, Inc.","1.7","3931907.9","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/uuu"
"UQM","UQM TECHNOLOGIES INC","0.92","44752318.08","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/uqm"
"URG","Ur Energy Inc","0.6","87605523","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urg"
"UEC","Uranium Energy Corp.","1.34","205117570.76","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/uec"
"VSR","Versar, Inc.","0.78","7762722.24","n/a","1986","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsr"
"VII","Vicon Industries, Inc.","0.464","4337652.032","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vii"
"VHC","VirnetX Holding Corp","3.95","230320684.3","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vhc"
"VGZ","Vista Gold Corporation","0.827","81208346.716","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/vgz"
"VNRX","VolitionRX Limited","2.885","76506449.5","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vnrx"
"VISI","Volt Information Sciences, Inc.","3","62782563","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/visi"
"EAD","Wells Fargo Income Opportunities Fund","8.61","607170776.94","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ead"
"ERC","Wells Fargo Multi-Sector Income Fund","13.44","469589352.96","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/erc"
"ERH","Wells Fargo Utilities and High Income Fund","13.3","122947288.1","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/erh"
"SBI","Western Asset Intermediate Muni Fund Inc","9.87","138992449.05","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/sbi"
"WRN","Western Copper and Gold Corporation","1.33","128283733.55","n/a","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/wrn"
"WYY","WidePoint Corporation","0.5699","47271408.1053","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy"
"WTT","Wireless Telecom Group,  Inc.","1.48","33125173.52","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt"
"XTNT","Xtant Medical Holdings, Inc.","0.76","13750378.28","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xtnt"
"YUMA","Yuma Energy, Inc.","1.2","15071529.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/yuma"
"ZDGE","Zedge, Inc.","1.87","18041083.06","n/a","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/zdge"
